0.1:h2o:4:0-3::12.425:0.7022444
1:h2o:4:0-3::36.875:0.7623495
1:h2o:4:0-3::37.812:0.7623495
1:h2o:4:0-3::36.855:0.7623495
1:xgboost:4:0-3::10.92:0.7478858
1:xgboost:4:0-3::10.995:0.7478858
1:xgboost:4:0-3::10.934:0.7478858
1:lightgbm:4:0-3::6.021:0.7650181
1:lightgbm:4:0-3::6:0.7650181
1:lightgbm:4:0-3::6.015:0.7650181
1:catboost:4:0-3::35.694:0.7338394
1:catboost:4:0-3::35.714:0.7338394
1:catboost:4:0-3::35.646:0.7338394
1:h2o:8:0-7::23.682:0.7623596
1:h2o:8:0-7::23.674:0.7623596
1:h2o:8:0-7::23.642:0.7623596
1:xgboost:8:0-7::7.092:0.7478858
1:xgboost:8:0-7::7.115:0.7478858
1:xgboost:8:0-7::7.024:0.7478858
1:lightgbm:8:0-7::4.822:0.7650181
1:lightgbm:8:0-7::4.764:0.7650181
1:lightgbm:8:0-7::4.812:0.7650181
1:catboost:8:0-7::24.252:0.7338394
1:catboost:8:0-7::24.155:0.7338394
1:catboost:8:0-7::24.204:0.7338394
1:h2o:12:0-11::18.592:0.7623508
1:h2o:12:0-11::18.672:0.7623508
1:h2o:12:0-11::18.629:0.7623508
1:xgboost:12:0-11::5.26:0.7478858
1:xgboost:12:0-11::5.196:0.7478858
1:xgboost:12:0-11::5.272:0.7478858
1:lightgbm:12:0-11::4.742:0.7650181
1:lightgbm:12:0-11::4.734:0.7650181
1:lightgbm:12:0-11::4.61:0.7650181
1:catboost:12:0-11::19.414:0.7338394
1:catboost:12:0-11::19.312:0.7338394
1:catboost:12:0-11::19.449:0.7338394
1:h2o:16:0-15::16.564:0.7623565
1:h2o:16:0-15::16.54:0.7623565
1:h2o:16:0-15::16.628:0.7623565
1:xgboost:16:0-15::4.424:0.7478858
1:xgboost:16:0-15::4.485:0.7478858
1:xgboost:16:0-15::4.428:0.7478858
1:lightgbm:16:0-15::4.527:0.7650181
1:lightgbm:16:0-15::4.77:0.7650181
1:lightgbm:16:0-15::4.644:0.7650181
1:catboost:16:0-15::17.036:0.7338394
1:catboost:16:0-15::16.904:0.7338394
1:catboost:16:0-15::16.893:0.7338394
1:h2o:24:0-23::14.584:0.7623543
1:h2o:24:0-23::14.586:0.7623543
1:h2o:24:0-23::14.548:0.7623543
1:xgboost:24:0-23::3.595:0.7478858
1:xgboost:24:0-23::3.618:0.7478858
1:xgboost:24:0-23::3.603:0.7478858
1:lightgbm:24:0-23::4.747:0.7650181
1:lightgbm:24:0-23::4.772:0.7650181
1:lightgbm:24:0-23::5.024:0.7650181
1:catboost:24:0-23::15.16:0.7338394
1:catboost:24:0-23::15.249:0.7338394
1:catboost:24:0-23::15.198:0.7338394
1:h2o:36:0-35::14.625:0.7623644
1:h2o:36:0-35::14.608:0.7623644
1:h2o:36:0-35::14.586:0.7623644
1:xgboost:36:0-35::3.106:0.7478858
1:xgboost:36:0-35::3.108:0.7478858
1:xgboost:36:0-35::3.209:0.7478858
1:lightgbm:36:0-35::6.974:0.7650181
1:lightgbm:36:0-35::5.29:0.7650181
1:lightgbm:36:0-35::5.332:0.7650181
1:catboost:36:0-35::13.147:0.7338394
1:catboost:36:0-35::13.073:0.7338394
1:catboost:36:0-35::13.135:0.7338394
1:h2o:48:0-47::14.697:0.7623709
1:h2o:48:0-47::14.703:0.7623709
1:h2o:48:0-47::14.682:0.7623709
1:xgboost:48:0-47::2.854:0.7478858
1:xgboost:48:0-47::2.909:0.7478858
1:xgboost:48:0-47::2.912:0.7478858
1:lightgbm:48:0-47::6.037:0.7650181
1:lightgbm:48:0-47::6.261:0.7650181
1:lightgbm:48:0-47::5.832:0.7650181
1:catboost:48:0-47::12.775:0.7338394
1:catboost:48:0-47::12.709:0.7338394
1:catboost:48:0-47::12.772:0.7338394
1:h2o:48:0-23,48-71:HT:15.69:0.7623709
1:h2o:48:0-23,48-71:HT:14.683:0.7623709
1:h2o:48:0-23,48-71:HT:14.912:0.7623709
1:xgboost:48:0-23,48-71:HT:3.837:0.7478858
1:xgboost:48:0-23,48-71:HT:3.901:0.7478858
1:xgboost:48:0-23,48-71:HT:3.876:0.7478858
1:lightgbm:48:0-23,48-71:HT:6.983:0.7650181
1:lightgbm:48:0-23,48-71:HT:6.508:0.7650181
1:lightgbm:48:0-23,48-71:HT:6.589:0.7650181
1:catboost:48:0-23,48-71:HT:11.401:0.7338394
1:catboost:48:0-23,48-71:HT:11.464:0.7338394
1:catboost:48:0-23,48-71:HT:11.382:0.7338394
1:h2o:96:0-95:ALL:15.868:0.7623452
1:h2o:96:0-95:ALL:17.037:0.7623452
1:h2o:96:0-95:ALL:15.915:0.7623452
1:xgboost:96:0-95:ALL:4.035:0.7478858
1:xgboost:96:0-95:ALL:4.079:0.7478858
1:xgboost:96:0-95:ALL:4.144:0.7478858
1:lightgbm:96:0-95:ALL:9.184:0.7650181
1:lightgbm:96:0-95:ALL:9.57:0.7650181
1:lightgbm:96:0-95:ALL:9.255:0.7650181
1:catboost:96:0-95:ALL:10.258:0.7338394
1:catboost:96:0-95:ALL:10.254:0.7338394
1:catboost:96:0-95:ALL:10.266:0.7338394
10:h2o:4:0-3::579.429:0.7763268
10:h2o:4:0-3::572.134:0.7763268
10:h2o:4:0-3::573.303:0.7763268
10:xgboost:4:0-3::117.653:0.7539445
10:xgboost:4:0-3::119.139:0.7539445
10:xgboost:4:0-3::119.567:0.7539445
10:lightgbm:4:0-3::51.329:0.792273
10:lightgbm:4:0-3::51.509:0.792273
10:lightgbm:4:0-3::51.484:0.792273
10:catboost:4:0-3::317.034:0.7355515
10:catboost:4:0-3::317.204:0.7355515
10:catboost:4:0-3::317.169:0.7355515
10:h2o:8:0-7::236.344:0.7763336
10:h2o:8:0-7::243.473:0.7763336
10:h2o:8:0-7::230.417:0.7763336
10:xgboost:8:0-7::82.316:0.7539445
10:xgboost:8:0-7::79.978:0.7539445
10:xgboost:8:0-7::80.481:0.7539445
10:lightgbm:8:0-7::34.427:0.792273
10:lightgbm:8:0-7::31.508:0.792273
10:lightgbm:8:0-7::31.842:0.792273
10:catboost:8:0-7::185.859:0.7355515
10:catboost:8:0-7::185.614:0.7355515
10:catboost:8:0-7::185.958:0.7355515
10:h2o:12:0-11::118.329:0.7763303
10:h2o:12:0-11::115.353:0.7763303
10:h2o:12:0-11::117.402:0.7763303
10:xgboost:12:0-11::63.81:0.7539445
10:xgboost:12:0-11::63.127:0.7539445
10:xgboost:12:0-11::64.116:0.7539445
10:lightgbm:12:0-11::23.624:0.792273
10:lightgbm:12:0-11::23.572:0.792273
10:lightgbm:12:0-11::23.45:0.792273
10:catboost:12:0-11::134.256:0.7355515
10:catboost:12:0-11::134.077:0.7355515
10:catboost:12:0-11::134.066:0.7355515
10:h2o:16:0-15::84.76:0.7763295
10:h2o:16:0-15::84.634:0.7763295
10:h2o:16:0-15::84.618:0.7763295
10:xgboost:16:0-15::54.361:0.7539445
10:xgboost:16:0-15::55.935:0.7539445
10:xgboost:16:0-15::54.376:0.7539445
10:lightgbm:16:0-15::19.704:0.792273
10:lightgbm:16:0-15::19.743:0.792273
10:lightgbm:16:0-15::19.99:0.792273
10:catboost:16:0-15::111.768:0.7355515
10:catboost:16:0-15::111.52:0.7355515
10:catboost:16:0-15::111.989:0.7355515
10:h2o:24:0-23::60.539:0.7763263
10:h2o:24:0-23::60.361:0.7763263
10:h2o:24:0-23::61.444:0.7763263
10:xgboost:24:0-23::45.288:0.7539445
10:xgboost:24:0-23::44.293:0.7539445
10:xgboost:24:0-23::44.993:0.7539445
10:lightgbm:24:0-23::16.492:0.792273
10:lightgbm:24:0-23::16.616:0.792273
10:lightgbm:24:0-23::16.425:0.792273
10:catboost:24:0-23::86.554:0.7355515
10:catboost:24:0-23::87.074:0.7355515
10:catboost:24:0-23::87.044:0.7355515
10:h2o:36:0-35::46.349:0.776314
10:h2o:36:0-35::47.563:0.776314
10:h2o:36:0-35::47.166:0.776314
10:xgboost:36:0-35::37.752:0.7539445
10:xgboost:36:0-35::38.26:0.7539445
10:xgboost:36:0-35::37.045:0.7539445
10:lightgbm:36:0-35::15.509:0.792273
10:lightgbm:36:0-35::14.674:0.792273
10:lightgbm:36:0-35::15.818:0.792273
10:catboost:36:0-35::74.619:0.7355515
10:catboost:36:0-35::74.782:0.7355515
10:catboost:36:0-35::74.859:0.7355515
10:h2o:48:0-47::40.231:0.7763403
10:h2o:48:0-47::40.364:0.7763403
10:h2o:48:0-47::41.21:0.7763403
10:xgboost:48:0-47::34.561:0.7539445
10:xgboost:48:0-47::32.99:0.7539445
10:xgboost:48:0-47::34.718:0.7539445
10:lightgbm:48:0-47::14.502:0.792273
10:lightgbm:48:0-47::14.691:0.792273
10:lightgbm:48:0-47::14.697:0.792273
10:catboost:48:0-47::67.755:0.7355515
10:catboost:48:0-47::67.446:0.7355515
10:catboost:48:0-47::67.627:0.7355515
10:h2o:48:0-23,48-71:HT:49.428:0.7763403
10:h2o:48:0-23,48-71:HT:49.473:0.7763403
10:h2o:48:0-23,48-71:HT:49.447:0.7763403
10:xgboost:48:0-23,48-71:HT:41.351:0.7539445
10:xgboost:48:0-23,48-71:HT:41.081:0.7539445
10:xgboost:48:0-23,48-71:HT:42.051:0.7539445
10:lightgbm:48:0-23,48-71:HT:18.924:0.792273
10:lightgbm:48:0-23,48-71:HT:18.327:0.792273
10:lightgbm:48:0-23,48-71:HT:18.539:0.792273
10:catboost:48:0-23,48-71:HT:69.486:0.7355515
10:catboost:48:0-23,48-71:HT:69.522:0.7355515
10:catboost:48:0-23,48-71:HT:69.204:0.7355515
10:h2o:96:0-95:ALL:38.743:0.7763275
10:h2o:96:0-95:ALL:40.874:0.7763275
10:h2o:96:0-95:ALL:40.814:0.7763275
10:xgboost:96:0-95:ALL:32.847:0.7539445
10:xgboost:96:0-95:ALL:33.822:0.7539445
10:xgboost:96:0-95:ALL:35.505:0.7539445
10:lightgbm:96:0-95:ALL:21.114:0.792273
10:lightgbm:96:0-95:ALL:21.153:0.792273
10:lightgbm:96:0-95:ALL:23.858:0.792273
10:catboost:96:0-95:ALL:59.963:0.7355515
10:catboost:96:0-95:ALL:60.329:0.7355515
10:catboost:96:0-95:ALL:60.25:0.7355515
