0.1:h2o:8:0-7::15.582:0.7022567
0.1:catboost:48:0-23,48-71:HT:6.595 0.7219989
0.1:catboost:48:0-23,48-71:HT:6.653 0.7219989
0.1:catboost:48:0-23,48-71:HT:6.767 0.7219989
0.1:h2o:96:0-95:ALL:19.04:0.7022458
0.1:h2o:96:0-95:ALL:19.922:0.7022458
0.1:h2o:96:0-95:ALL:20.123:0.7022458
0.1:xgboost:96:0-95:ALL:1.041:0.7338433
0.1:xgboost:96:0-95:ALL:0.808:0.7338433
0.1:xgboost:96:0-95:ALL:0.972:0.7338433
0.1:lightgbm:96:0-95:ALL:7.135 0.7174663
0.1:lightgbm:96:0-95:ALL:7.199 0.7174663
0.1:lightgbm:96:0-95:ALL:6.781 0.7174663
0.1:catboost:96:0-95:ALL:3.516 0.7219989
0.1:catboost:96:0-95:ALL:3.578 0.7219989
0.1:catboost:96:0-95:ALL:3.602 0.7219989
0.1:h2o:4:0-3::15.485:0.7022444
0.1:h2o:4:0-3::14.481:0.7022444
0.1:h2o:4:0-3::14.49:0.7022444
0.1:xgboost:4:0-3::1.235:0.7338433
0.1:xgboost:4:0-3::1.23:0.7338433
0.1:xgboost:4:0-3::1.237:0.7338433
0.1:lightgbm:4:0-3::1.588 0.7174663
0.1:lightgbm:4:0-3::1.593 0.7174663
0.1:lightgbm:4:0-3::1.605 0.7174663
0.1:catboost:4:0-3::6.469 0.7219989
0.1:catboost:4:0-3::6.468 0.7219989
0.1:catboost:4:0-3::6.324 0.7219989
0.1:h2o:2:0-1::18.598:0.7022455
0.1:h2o:2:0-1::18.605:0.7022455
0.1:h2o:2:0-1::17.571:0.7022455
0.1:xgboost:2:0-1::2.047:0.7338433
0.1:xgboost:2:0-1::2.051:0.7338433
0.1:xgboost:2:0-1::2.049:0.7338433
0.1:lightgbm:2:0-1::1.927 0.7174663
0.1:lightgbm:2:0-1::1.922 0.7174663
0.1:lightgbm:2:0-1::1.918 0.7174663
0.1:catboost:2:0-1::11.85 0.7219989
0.1:catboost:2:0-1::11.805 0.7219989
0.1:catboost:2:0-1::11.558 0.7219989
0.1:h2o:1:0::27.068:0.702228
0.1:h2o:1:0::28.143:0.702228
0.1:h2o:1:0::28.148:0.702228
0.1:xgboost:1:0::3.624:0.7338433
0.1:xgboost:1:0::3.603:0.7338433
0.1:xgboost:1:0::3.656:0.7338433
0.1:lightgbm:1:0::2.672 0.7174663
0.1:lightgbm:1:0::2.923 0.7174663
0.1:lightgbm:1:0::2.924 0.7174663
0.1:catboost:1:0::17.192 0.7219989
0.1:catboost:1:0::17.835 0.7219989
0.1:catboost:1:0::17.84 0.7219989
1:h2o:8:0-7::22.728:0.7623596
1:h2o:8:0-7::22.736:0.7623596
1:h2o:8:0-7::22.743:0.7623596
1:xgboost:8:0-7::6.013:0.7478858
1:xgboost:8:0-7::6.007:0.7478858
1:xgboost:8:0-7::5.989:0.7478858
1:lightgbm:8:0-7::4.246 0.7650181
1:lightgbm:8:0-7::4.246 0.7650181
1:lightgbm:8:0-7::4.228 0.7650181
1:catboost:8:0-7::24.5 0.7338394
1:catboost:8:0-7::24.556 0.7338394
1:catboost:8:0-7::24.327 0.7338394
1:h2o:12:0-11::19.672:0.7623508
1:h2o:12:0-11::19.69:0.7623508
1:h2o:12:0-11::18.647:0.7623508
1:xgboost:12:0-11::4.536:0.7478858
1:xgboost:12:0-11::4.535:0.7478858
1:xgboost:12:0-11::4.534:0.7478858
1:lightgbm:12:0-11::3.771 0.7650181
1:lightgbm:12:0-11::3.779 0.7650181
1:lightgbm:12:0-11::3.779 0.7650181
1:catboost:12:0-11::20.329 0.7338394
1:catboost:12:0-11::20.242 0.7338394
1:catboost:12:0-11::20.4 0.7338394
1:h2o:16:0-15::17.671:0.7623565
1:h2o:16:0-15::17.713:0.7623565
1:h2o:16:0-15::17.698:0.7623565
1:xgboost:16:0-15::3.8:0.7478858
1:xgboost:16:0-15::3.787:0.7478858
1:xgboost:16:0-15::3.798:0.7478858
1:lightgbm:16:0-15::3.715 0.7650181
1:lightgbm:16:0-15::3.759 0.7650181
1:lightgbm:16:0-15::3.683 0.7650181
1:catboost:16:0-15::19.398 0.7338394
1:catboost:16:0-15::19.459 0.7338394
1:catboost:16:0-15::19.408 0.7338394
1:h2o:24:0-23::16.649:0.7623543
1:h2o:24:0-23::16.628:0.7623543
1:h2o:24:0-23::17.652:0.7623543
