0.1:h2o:8:0-7::15.582:0.7022567
0.1:h2o:8:0-7::15.562:0.7022567
0.1:h2o:8:0-7::15.577:0.7022567
0.1:xgboost:8:0-7::0.786:0.7338433
0.1:xgboost:8:0-7::0.791:0.7338433
0.1:xgboost:8:0-7::0.79:0.7338433
0.1:lightgbm:8:0-7::1.523 0.7174663
0.1:lightgbm:8:0-7::1.532 0.7174663
0.1:lightgbm:8:0-7::1.527 0.7174663
0.1:catboost:8:0-7::5.295 0.7219989
0.1:catboost:8:0-7::5.353 0.7219989
0.1:catboost:8:0-7::5.271 0.7219989
0.1:h2o:12:0-11::15.568:0.7022251
0.1:h2o:12:0-11::15.612:0.7022251
0.1:h2o:12:0-11::15.6:0.7022251
0.1:xgboost:12:0-11::0.64:0.7338433
0.1:xgboost:12:0-11::0.64:0.7338433
0.1:xgboost:12:0-11::0.639:0.7338433
0.1:lightgbm:12:0-11::1.559 0.7174663
0.1:lightgbm:12:0-11::1.565 0.7174663
0.1:lightgbm:12:0-11::1.574 0.7174663
0.1:catboost:12:0-11::5.46 0.7219989
0.1:catboost:12:0-11::5.462 0.7219989
0.1:catboost:12:0-11::5.467 0.7219989
0.1:h2o:16:0-15::15.59:0.7022242
0.1:h2o:16:0-15::15.608:0.7022242
0.1:h2o:16:0-15::15.638:0.7022242
0.1:xgboost:16:0-15::0.562:0.7338433
0.1:xgboost:16:0-15::0.56:0.7338433
0.1:xgboost:16:0-15::0.56:0.7338433
0.1:lightgbm:16:0-15::1.734 0.7174663
0.1:lightgbm:16:0-15::1.743 0.7174663
0.1:lightgbm:16:0-15::1.76 0.7174663
0.1:catboost:16:0-15::5.336 0.7219989
0.1:catboost:16:0-15::5.406 0.7219989
0.1:catboost:16:0-15::5.422 0.7219989
0.1:h2o:24:0-23::15.594:0.702207
0.1:h2o:24:0-23::15.626:0.702207
0.1:h2o:24:0-23::15.606:0.702207
0.1:xgboost:24:0-23::0.499:0.7338433
0.1:xgboost:24:0-23::0.496:0.7338433
0.1:xgboost:24:0-23::0.498:0.7338433
0.1:lightgbm:24:0-23::1.876 0.7174663
0.1:lightgbm:24:0-23::1.889 0.7174663
0.1:lightgbm:24:0-23::1.868 0.7174663
0.1:catboost:24:0-23::6.539 0.7219989
0.1:catboost:24:0-23::6.388 0.7219989
0.1:catboost:24:0-23::6.498 0.7219989
0.1:h2o:48:0-47:NUMA:17.694:0.7022221
0.1:h2o:48:0-47:NUMA:17.734:0.7022221
0.1:h2o:48:0-47:NUMA:17.747:0.7022221
0.1:xgboost:48:0-47:NUMA:0.743:0.7338433
0.1:xgboost:48:0-47:NUMA:0.743:0.7338433
0.1:xgboost:48:0-47:NUMA:0.727:0.7338433
0.1:lightgbm:48:0-47:NUMA:3.733 0.7174663
0.1:lightgbm:48:0-47:NUMA:3.614 0.7174663
0.1:lightgbm:48:0-47:NUMA:3.856 0.7174663
0.1:catboost:48:0-47:NUMA:11.035 0.7219989
0.1:catboost:48:0-47:NUMA:11.802 0.7219989
0.1:catboost:48:0-47:NUMA:11.066 0.7219989
0.1:h2o:48:0-23,48-71:HT:16.725:0.7022221
0.1:h2o:48:0-23,48-71:HT:16.72:0.7022221
0.1:h2o:48:0-23,48-71:HT:16.793:0.7022221
0.1:xgboost:48:0-23,48-71:HT:0.557:0.7338433
0.1:xgboost:48:0-23,48-71:HT:0.567:0.7338433
0.1:xgboost:48:0-23,48-71:HT:0.555:0.7338433
0.1:lightgbm:48:0-23,48-71:HT:2.492 0.7174663
0.1:lightgbm:48:0-23,48-71:HT:2.493 0.7174663
0.1:lightgbm:48:0-23,48-71:HT:2.484 0.7174663
