0.1:xgboost:1:0::1.093:0.7321124
0.1:xgboost:1:0::1.095:0.7321124
0.1:xgboost:1:0::1.117:0.7321124
0.1:lightgbm:1:0::1.693:0.7174663
0.1:lightgbm:1:0::1.719:0.7174663
0.1:lightgbm:1:0::1.72:0.7174663
0.1:xgboost:2:0-1::0.662:0.7321124
0.1:xgboost:2:0-1::0.661:0.7321124
0.1:xgboost:2:0-1::0.652:0.7321124
0.1:lightgbm:2:0-1::1.342:0.7174663
0.1:lightgbm:2:0-1::1.347:0.7174663
0.1:lightgbm:2:0-1::1.386:0.7174663
0.1:xgboost:4:0-3::0.425:0.7321124
0.1:xgboost:4:0-3::0.438:0.7321124
0.1:xgboost:4:0-3::0.436:0.7321124
0.1:lightgbm:4:0-3::1.407:0.7174663
0.1:lightgbm:4:0-3::1.294:0.7174663
0.1:lightgbm:4:0-3::1.423:0.7174663
0.1:xgboost:8:0-7::0.322:0.7321124
0.1:xgboost:8:0-7::0.32:0.7321124
0.1:xgboost:8:0-7::0.32:0.7321124
0.1:lightgbm:8:0-7::1.255:0.7174663
0.1:lightgbm:8:0-7::1.594:0.7174663
0.1:lightgbm:8:0-7::1.578:0.7174663
0.1:xgboost:12:0-11::0.28:0.7321124
0.1:xgboost:12:0-11::0.28:0.7321124
0.1:xgboost:12:0-11::0.254:0.7321124
0.1:lightgbm:12:0-11::1.821:0.7174663
0.1:lightgbm:12:0-11::1.514:0.7174663
0.1:lightgbm:12:0-11::1.61:0.7174663
0.1:xgboost:16:0-15::0.266:0.7321124
0.1:xgboost:16:0-15::0.263:0.7321124
0.1:xgboost:16:0-15::0.262:0.7321124
0.1:lightgbm:16:0-15::1.515:0.7174663
0.1:lightgbm:16:0-15::2.067:0.7174663
0.1:lightgbm:16:0-15::2.081:0.7174663
0.1:xgboost:24:0-23::0.26:0.7321124
0.1:xgboost:24:0-23::0.232:0.7321124
0.1:xgboost:24:0-23::0.261:0.7321124
0.1:lightgbm:24:0-23::2.366:0.7174663
0.1:lightgbm:24:0-23::2.016:0.7174663
0.1:lightgbm:24:0-23::2.551:0.7174663
0.1:xgboost:32:0-31::0.268:0.7321124
0.1:xgboost:32:0-31::0.272:0.7321124
0.1:xgboost:32:0-31::0.27:0.7321124
0.1:lightgbm:32:0-31::2.788:0.7174663
0.1:lightgbm:32:0-31::2.812:0.7174663
0.1:lightgbm:32:0-31::2.772:0.7174663
0.1:xgboost:48:0-47::0.317:0.7321124
0.1:xgboost:48:0-47::0.293:0.7321124
0.1:xgboost:48:0-47::0.315:0.7321124
0.1:lightgbm:48:0-47::2.754:0.7174663
0.1:lightgbm:48:0-47::3.134:0.7174663
0.1:lightgbm:48:0-47::2.469:0.7174663
0.1:xgboost:96:0-47,96-143:HT:0.34:0.7321124
0.1:xgboost:96:0-47,96-143:HT:0.343:0.7321124
0.1:xgboost:96:0-47,96-143:HT:0.347:0.7321124
0.1:lightgbm:96:0-47,96-143:HT:3.103:0.7174663
0.1:lightgbm:96:0-47,96-143:HT:3.646:0.7174663
0.1:lightgbm:96:0-47,96-143:HT:3.704:0.7174663
0.1:xgboost:96:0-95:NUMA:0.429:0.7321124
0.1:xgboost:96:0-95:NUMA:0.559:0.7321124
0.1:xgboost:96:0-95:NUMA:0.468:0.7321124
0.1:lightgbm:96:0-95:NUMA:6.23:0.7174663
0.1:lightgbm:96:0-95:NUMA:4.842:0.7174663
0.1:lightgbm:96:0-95:NUMA:7.188:0.7174663
0.1:xgboost:192:0-191:ALL:0.711:0.7321124
0.1:xgboost:192:0-191:ALL:0.664:0.7321124
0.1:xgboost:192:0-191:ALL:0.68:0.7321124
0.1:lightgbm:192:0-191:ALL:9.01:0.7174663
0.1:lightgbm:192:0-191:ALL:11.331:0.7174663
0.1:lightgbm:192:0-191:ALL:11.158:0.7174663
1:xgboost:1:0::8.982:0.7494362
1:xgboost:1:0::8.968:0.7494362
1:xgboost:1:0::8.994:0.7494362
1:lightgbm:1:0::8.98:0.7650181
1:lightgbm:1:0::8.996:0.7650181
1:lightgbm:1:0::8.985:0.7650181
1:xgboost:2:0-1::5.461:0.7494362
1:xgboost:2:0-1::5.528:0.7494362
1:xgboost:2:0-1::5.506:0.7494362
1:lightgbm:2:0-1::5.342:0.7650181
1:lightgbm:2:0-1::5.302:0.7650181
1:lightgbm:2:0-1::5.31:0.7650181
1:xgboost:4:0-3::3.536:0.7494362
1:xgboost:4:0-3::3.413:0.7494362
1:xgboost:4:0-3::3.416:0.7494362
1:lightgbm:4:0-3::4.372:0.7650181
1:lightgbm:4:0-3::3.474:0.7650181
1:lightgbm:4:0-3::3.74:0.7650181
1:xgboost:8:0-7::2.255:0.7494362
1:xgboost:8:0-7::2.113:0.7494362
1:xgboost:8:0-7::2.215:0.7494362
1:lightgbm:8:0-7::2.923:0.7650181
1:lightgbm:8:0-7::2.772:0.7650181
1:lightgbm:8:0-7::2.666:0.7650181
1:xgboost:12:0-11::1.678:0.7494362
1:xgboost:12:0-11::1.79:0.7494362
1:xgboost:12:0-11::1.776:0.7494362
1:lightgbm:12:0-11::2.88:0.7650181
1:lightgbm:12:0-11::2.455:0.7650181
1:lightgbm:12:0-11::2.562:0.7650181
1:xgboost:16:0-15::1.455:0.7494362
1:xgboost:16:0-15::1.532:0.7494362
1:xgboost:16:0-15::1.527:0.7494362
1:lightgbm:16:0-15::2.973:0.7650181
1:lightgbm:16:0-15::2.784:0.7650181
1:lightgbm:16:0-15::3.049:0.7650181
1:xgboost:24:0-23::1.234:0.7494362
1:xgboost:24:0-23::1.261:0.7494362
1:xgboost:24:0-23::1.324:0.7494362
1:lightgbm:24:0-23::3.376:0.7650181
1:lightgbm:24:0-23::3.328:0.7650181
1:lightgbm:24:0-23::3.429:0.7650181
1:xgboost:32:0-31::1.225:0.7494362
1:xgboost:32:0-31::1.244:0.7494362
1:xgboost:32:0-31::1.165:0.7494362
1:lightgbm:32:0-31::3.698:0.7650181
1:lightgbm:32:0-31::3.232:0.7650181
1:lightgbm:32:0-31::3.744:0.7650181
1:xgboost:48:0-47::1.104:0.7494362
1:xgboost:48:0-47::1.198:0.7494362
1:xgboost:48:0-47::1.199:0.7494362
1:lightgbm:48:0-47::4.594:0.7650181
1:lightgbm:48:0-47::5.035:0.7650181
1:lightgbm:48:0-47::4.067:0.7650181
1:xgboost:96:0-47,96-143:HT:1.119:0.7494362
1:xgboost:96:0-47,96-143:HT:1.129:0.7494362
1:xgboost:96:0-47,96-143:HT:1.133:0.7494362
1:lightgbm:96:0-47,96-143:HT:5.41:0.7650181
1:lightgbm:96:0-47,96-143:HT:5.359:0.7650181
1:lightgbm:96:0-47,96-143:HT:5.316:0.7650181
1:xgboost:96:0-95:NUMA:1.581:0.7494362
1:xgboost:96:0-95:NUMA:1.442:0.7494362
1:xgboost:96:0-95:NUMA:1.535:0.7494362
1:lightgbm:96:0-95:NUMA:10.115:0.7650181
1:lightgbm:96:0-95:NUMA:8.605:0.7650181
1:lightgbm:96:0-95:NUMA:9.183:0.7650181
1:xgboost:192:0-191:ALL:1.77:0.7494362
1:xgboost:192:0-191:ALL:1.756:0.7494362
1:xgboost:192:0-191:ALL:1.748:0.7494362
1:lightgbm:192:0-191:ALL:13.231:0.7650181
1:lightgbm:192:0-191:ALL:13.448:0.7650181
1:lightgbm:192:0-191:ALL:13.84:0.7650181
10:xgboost:1:0::117.849:0.7569214
10:xgboost:1:0::117.824:0.7569214
10:xgboost:1:0::117.827:0.7569214
10:lightgbm:1:0::94.746:0.7922343
10:lightgbm:1:0::95.035:0.7922343
10:lightgbm:1:0::95.099:0.7922343
10:xgboost:2:0-1::79.934:0.7569214
10:xgboost:2:0-1::79.185:0.7569214
10:xgboost:2:0-1::79.525:0.7569214
10:lightgbm:2:0-1::50.47:0.7922343
10:lightgbm:2:0-1::50.3:0.7922343
10:lightgbm:2:0-1::50.498:0.7922343
10:xgboost:4:0-3::52.154:0.7569214
10:xgboost:4:0-3::51.592:0.7569214
10:xgboost:4:0-3::51.946:0.7569214
10:lightgbm:4:0-3::27.657:0.7922343
10:lightgbm:4:0-3::26.575:0.7922343
10:lightgbm:4:0-3::27.107:0.7922343
10:xgboost:8:0-7::35.773:0.7569214
10:xgboost:8:0-7::36.356:0.7569214
10:xgboost:8:0-7::36.099:0.7569214
10:lightgbm:8:0-7::15.071:0.7922343
10:lightgbm:8:0-7::17.534:0.7922343
10:lightgbm:8:0-7::16.699:0.7922343
10:xgboost:12:0-11::29.623:0.7569214
10:xgboost:12:0-11::29.444:0.7569214
10:xgboost:12:0-11::29.286:0.7569214
10:lightgbm:12:0-11::11.521:0.7922343
10:lightgbm:12:0-11::11.541:0.7922343
10:lightgbm:12:0-11::11.502:0.7922343
10:xgboost:16:0-15::26.89:0.7569214
10:xgboost:16:0-15::26.721:0.7569214
10:xgboost:16:0-15::26.84:0.7569214
10:lightgbm:16:0-15::9.923:0.7922343
10:lightgbm:16:0-15::10.141:0.7922343
10:lightgbm:16:0-15::9.991:0.7922343
10:xgboost:24:0-23::22.452:0.7569214
10:xgboost:24:0-23::23.186:0.7569214
10:xgboost:24:0-23::22.596:0.7569214
10:lightgbm:24:0-23::8.796:0.7922343
10:lightgbm:24:0-23::9.217:0.7922343
10:lightgbm:24:0-23::8.575:0.7922343
10:xgboost:32:0-31::20.48:0.7569214
10:xgboost:32:0-31::20.829:0.7569214
10:xgboost:32:0-31::21.055:0.7569214
10:lightgbm:32:0-31::8.395:0.7922343
10:lightgbm:32:0-31::8.581:0.7922343
10:lightgbm:32:0-31::8.37:0.7922343
10:xgboost:48:0-47::18.945:0.7569214
10:xgboost:48:0-47::19.408:0.7569214
10:xgboost:48:0-47::18.573:0.7569214
10:lightgbm:48:0-47::9.051:0.7922343
10:lightgbm:48:0-47::8.793:0.7922343
10:lightgbm:48:0-47::9.113:0.7922343
10:xgboost:96:0-47,96-143:HT:15.872:0.7569214
10:xgboost:96:0-47,96-143:HT:15.87:0.7569214
10:xgboost:96:0-47,96-143:HT:15.848:0.7569214
10:lightgbm:96:0-47,96-143:HT:10.099:0.7922343
10:lightgbm:96:0-47,96-143:HT:10.175:0.7922343
10:lightgbm:96:0-47,96-143:HT:10.029:0.7922343
10:xgboost:96:0-95:NUMA:18.37:0.7569214
10:xgboost:96:0-95:NUMA:18.335:0.7569214
10:xgboost:96:0-95:NUMA:17.717:0.7569214
10:lightgbm:96:0-95:NUMA:16.732:0.7922343
10:lightgbm:96:0-95:NUMA:16.272:0.7922343
10:lightgbm:96:0-95:NUMA:15.968:0.7922343
10:xgboost:192:0-191:ALL:19.325:0.7569214
10:xgboost:192:0-191:ALL:16.983:0.7569214
10:xgboost:192:0-191:ALL:17.466:0.7569214
10:lightgbm:192:0-191:ALL:21.682:0.7922343
10:lightgbm:192:0-191:ALL:21.718:0.7922343
10:lightgbm:192:0-191:ALL:22.68:0.7922343
