0.1:xgboost:1:0::4.6:0.7324224
0.1:xgboost:1:0::4.616:0.7324224
0.1:xgboost:1:0::4.583:0.7324224
0.1:lightgbm:1:0::4.489:0.7298355
0.1:lightgbm:1:0::4.559:0.7298355
0.1:lightgbm:1:0::4.49:0.7298355
0.1:xgboost:2:0-1::3.631:0.7324224
0.1:xgboost:2:0-1::3.653:0.7324224
0.1:xgboost:2:0-1::3.493:0.7324224
0.1:lightgbm:2:0-1::3.081:0.7298355
0.1:lightgbm:2:0-1::3.09:0.7298355
0.1:lightgbm:2:0-1::3.112:0.7298355
0.1:xgboost:4:0-3::2.794:0.7324224
0.1:xgboost:4:0-3::2.755:0.7324224
0.1:xgboost:4:0-3::2.777:0.7324224
0.1:lightgbm:4:0-3::2.446:0.7298355
0.1:lightgbm:4:0-3::2.447:0.7298355
0.1:lightgbm:4:0-3::2.41:0.7298355
0.1:xgboost:8:0-7::3.126:0.7324224
0.1:xgboost:8:0-7::3.091:0.7324224
0.1:xgboost:8:0-7::2.972:0.7324224
0.1:lightgbm:8:0-7::2.256:0.7298355
0.1:lightgbm:8:0-7::2.228:0.7298355
0.1:lightgbm:8:0-7::2.273:0.7298355
0.1:xgboost:8:0-3,16-19:NUMA:9.673:0.7324224
0.1:xgboost:8:0-3,16-19:NUMA:5.954:0.7324224
0.1:xgboost:8:0-3,16-19:NUMA:8.55:0.7324224
0.1:lightgbm:8:0-3,16-19:NUMA:2.94:0.7298355
0.1:lightgbm:8:0-3,16-19:NUMA:3.074:0.7298355
0.1:lightgbm:8:0-3,16-19:NUMA:3.185:0.7298355
0.1:xgboost:8:0-3,32-35:HT:8.214:0.7324224
0.1:xgboost:8:0-3,32-35:HT:10.404:0.7324224
0.1:xgboost:8:0-3,32-35:HT:5.684:0.7324224
0.1:lightgbm:8:0-3,32-35:HT:3.015:0.7298355
0.1:lightgbm:8:0-3,32-35:HT:3.053:0.7298355
0.1:lightgbm:8:0-3,32-35:HT:2.927:0.7298355
0.1:xgboost:16:0-15::3.846:0.7324224
0.1:xgboost:16:0-15::3.855:0.7324224
0.1:xgboost:16:0-15::4.136:0.7324224
0.1:lightgbm:16:0-15::2.258:0.7298355
0.1:lightgbm:16:0-15::2.298:0.7298355
0.1:lightgbm:16:0-15::2.297:0.7298355
0.1:xgboost:16:0-7,16-23:NUMA:24.632:0.7324224
0.1:xgboost:16:0-7,16-23:NUMA:30.568:0.7324224
0.1:xgboost:16:0-7,16-23:NUMA:21.583:0.7324224
0.1:lightgbm:16:0-7,16-23:NUMA:3.526:0.7298355
0.1:lightgbm:16:0-7,16-23:NUMA:3.181:0.7298355
0.1:lightgbm:16:0-7,16-23:NUMA:3.25:0.7298355
0.1:xgboost:16:0-7,32-39:HT:27.412:0.7324224
0.1:xgboost:16:0-7,32-39:HT:45.228:0.7324224
0.1:xgboost:16:0-7,32-39:HT:26.422:0.7324224
0.1:lightgbm:16:0-7,32-39:HT:2.921:0.7298355
0.1:lightgbm:16:0-7,32-39:HT:2.982:0.7298355
0.1:lightgbm:16:0-7,32-39:HT:2.971:0.7298355
0.1:xgboost:32:0-31:NUMA:103.11:0.7324224
0.1:xgboost:32:0-31:NUMA:118.539:0.7324224
0.1:xgboost:32:0-31:NUMA:139.062:0.7324224
0.1:lightgbm:32:0-31:NUMA:4.146:0.7298355
0.1:lightgbm:32:0-31:NUMA:4.232:0.7298355
0.1:lightgbm:32:0-31:NUMA:4.248:0.7298355
0.1:xgboost:32:0-15,32-47:HT:308.421:0.7324224
0.1:xgboost:32:0-15,32-47:HT:454.544:0.7324224
0.1:xgboost:32:0-15,32-47:HT:422.894:0.7324224
0.1:lightgbm:32:0-15,32-47:HT:3.448:0.7298355
0.1:lightgbm:32:0-15,32-47:HT:3.403:0.7298355
0.1:lightgbm:32:0-15,32-47:HT:3.71:0.7298355
0.1:xgboost:64:0-63:ALL:182.061:0.7324224
0.1:xgboost:64:0-63:ALL:179.316:0.7324224
0.1:xgboost:64:0-63:ALL:184.124:0.7324224
0.1:lightgbm:64:0-63:ALL:9.478:0.7298355
0.1:lightgbm:64:0-63:ALL:10.375:0.7298355
0.1:lightgbm:64:0-63:ALL:7.567:0.7298355
1:xgboost:1:0::29.355:0.7494959
1:xgboost:1:0::28.862:0.7494959
1:xgboost:1:0::28.883:0.7494959
1:lightgbm:1:0::21.284:0.7636987
1:lightgbm:1:0::21.008:0.7636987
1:lightgbm:1:0::21.234:0.7636987
1:xgboost:2:0-1::19.546:0.7494959
1:xgboost:2:0-1::18.896:0.7494959
1:xgboost:2:0-1::19.509:0.7494959
1:lightgbm:2:0-1::11.924:0.7636987
1:lightgbm:2:0-1::11.965:0.7636987
1:lightgbm:2:0-1::11.913:0.7636987
1:xgboost:4:0-3::16.493:0.7494959
1:xgboost:4:0-3::16.176:0.7494959
1:xgboost:4:0-3::16.138:0.7494959
1:lightgbm:4:0-3::7.398:0.7636987
1:lightgbm:4:0-3::7.502:0.7636987
1:lightgbm:4:0-3::7.466:0.7636987
1:xgboost:8:0-7::11.949:0.7494959
1:xgboost:8:0-7::11.666:0.7494959
1:xgboost:8:0-7::11.945:0.7494959
1:lightgbm:8:0-7::5.981:0.7636987
1:lightgbm:8:0-7::6.034:0.7636987
1:lightgbm:8:0-7::6.001:0.7636987
1:xgboost:8:0-3,16-19:NUMA:20.856:0.7494959
1:xgboost:8:0-3,16-19:NUMA:20.666:0.7494959
1:xgboost:8:0-3,16-19:NUMA:20.224:0.7494959
1:lightgbm:8:0-3,16-19:NUMA:7.166:0.7636987
1:lightgbm:8:0-3,16-19:NUMA:9.619:0.7636987
1:lightgbm:8:0-3,16-19:NUMA:7.726:0.7636987
1:xgboost:8:0-3,32-35:HT:13.875:0.7494959
